Precinct_Name,Split_Name,precinct_splitId,Reg_voters,Ballots,Reporting,Contest_id,Contest_title,Contest_party,Choice_id,Candidate_name,Choice_party,Candidate_Type,Absentee_votes,Early_votes,Election_Votes
1-Jan,,1,3760,1199,1,103,HAWAII: Qualifications of the Director of Environmental Management,,233,NO,,C,0,0,247
1-Jan,,1,3760,1199,1,103,HAWAII: Qualifications of the Director of Environmental Management,,234,YES,,C,0,0,844
1-Jan,,1,3760,1199,1,104,HAWAII: Duties of the Prosecuting Attorney,,235,NO,,C,0,0,288
1-Jan,,1,3760,1199,1,104,HAWAII: Duties of the Prosecuting Attorney,,236,YES,,C,0,0,774
1-Jan,,1,3760,1199,1,105,HAWAII: Terms of Merit Appeals Board Membership,,237,NO,,C,0,0,255
1-Jan,,1,3760,1199,1,105,HAWAII: Terms of Merit Appeals Board Membership,,238,YES,,C,0,0,768
1-Jan,,1,3760,1199,1,106,HAWAII: Removal of Directors Serving under Commissions,,239,NO,,C,0,0,213
1-Jan,,1,3760,1199,1,106,HAWAII: Removal of Directors Serving under Commissions,,240,YES,,C,0,0,830
1-Jan,,1,3760,1199,1,107,HAWAII: Appointment of Charter Commission Members,,241,NO,,C,0,0,280
1-Jan,,1,3760,1199,1,107,HAWAII: Appointment of Charter Commission Members,,242,YES,,C,0,0,722
1-Jan,,1,3760,1199,1,108,HAWAII: Membership on Boards and Commissions,,243,NO,,C,0,0,434
1-Jan,,1,3760,1199,1,108,HAWAII: Membership on Boards and Commissions,,244,YES,,C,0,0,603
1-Jan,,1,3760,1199,1,109,HAWAII: Electronic Posting of Special Meeting Notices,,245,NO,,C,0,0,174
1-Jan,,1,3760,1199,1,109,HAWAII: Electronic Posting of Special Meeting Notices,,246,YES,,C,0,0,910
1-Jan,,1,3760,1199,1,110,HAWAII: Publication of Notices via an Electronic Medium,,247,NO,,C,0,0,207
1-Jan,,1,3760,1199,1,110,HAWAII: Publication of Notices via an Electronic Medium,,248,YES,,C,0,0,846
2-Jan,,2,699,175,1,1,US Senator,,1,"(G) BREWER, Jim",GRE,C,0,0,12
2-Jan,,2,699,175,1,1,US Senator,,2,"(R) CAVASSO, Cam",REP,C,0,0,26
2-Jan,,2,699,175,1,1,US Senator,,3,"(D) INOUYE, Daniel K.",DEM,C,0,0,124
2-Jan,,2,699,175,1,1,US Senator,,4,"(N) JARRETT, Jeff",NPP,C,0,0,1
2-Jan,,2,699,175,1,1,US Senator,,5,"(L) MALLAN, Lloyd Jeffrey",LIB,C,0,0,6
2-Jan,,2,699,175,1,3,"US Representative, Dist 2",,8,"(L) BROCK, Pat",LIB,C,0,0,4
2-Jan,,2,699,175,1,3,"US Representative, Dist 2",,9,"(D) HIRONO, Mazie",DEM,C,0,0,130
2-Jan,,2,699,175,1,3,"US Representative, Dist 2",,10,"(N) VON SONN, Andrew Vsevolod",NPP,C,0,0,1
2-Jan,,2,699,175,1,3,"US Representative, Dist 2",,11,"(R) WILLOUGHBY, John W.",REP,C,0,0,26
2-Jan,,2,699,175,1,4,Governor and Lieutenant Governor,,12,(D) ABERCROMBIE / SCHATZ,DEM,C,0,0,131
2-Jan,,2,699,175,1,4,Governor and Lieutenant Governor,,13,(R) AIONA / FINNEGAN,REP,C,0,0,43
2-Jan,,2,699,175,1,4,Governor and Lieutenant Governor,,14,(F) CUNNINGHAM / SPENCE,FRE,C,0,0,0
2-Jan,,2,699,175,1,4,Governor and Lieutenant Governor,,15,(N) POLLARD / KAMA,NPP,C,0,0,1
2-Jan,,2,699,175,1,19,"State Representative, Dist 1",,44,"(R) D'ALMEIDA, Eric Paul",REP,C,0,0,42
2-Jan,,2,699,175,1,19,"State Representative, Dist 1",,45,"(D) NAKASHIMA, Mark M.",DEM,C,0,0,112
2-Jan,,2,699,175,1,69,2nd Departmental School Board Seat (Maui),,149,"HART, R. Ray",,C,0,0,41
2-Jan,,2,699,175,1,69,2nd Departmental School Board Seat (Maui),,150,"ROCHA-WILSON, Leona",,C,0,0,79
2-Jan,,2,699,175,1,70,"""At Large"" Trustee",,151,"AKANA, Rowena M. N.",,C,0,0,64
2-Jan,,2,699,175,1,70,"""At Large"" Trustee",,152,"HOPKINS, Kama",,C,0,0,28
2-Jan,,2,699,175,1,70,"""At Large"" Trustee",,153,"KALIMA, Leona Mapuana",,C,0,0,49
2-Jan,,2,699,175,1,70,"""At Large"" Trustee",,154,"LEWIS, Joseph Kuhio",,C,0,0,16
2-Jan,,2,699,175,1,70,"""At Large"" Trustee",,155,"MAKEKAU, Kealii J.",,C,0,0,43
2-Jan,,2,699,175,1,70,"""At Large"" Trustee",,156,"MEYERS, William (Willy)",,C,0,0,33
2-Jan,,2,699,175,1,70,"""At Large"" Trustee",,157,"ODEGAARD, Michael Malulani",,C,0,0,9
2-Jan,,2,699,175,1,70,"""At Large"" Trustee",,158,"STENDER, Oswald (Oz)",,C,0,0,21
2-Jan,,2,699,175,1,70,"""At Large"" Trustee",,159,"WAIHEE, John IV",,C,0,0,62
2-Jan,,2,699,175,1,71,Oahu Resident Trustee,,160,"APO, Peter",,C,0,0,36
2-Jan,,2,699,175,1,71,Oahu Resident Trustee,,161,"BURKE, Jackie Kahookele",,C,0,0,45
2-Jan,,2,699,175,1,71,Oahu Resident Trustee,,162,"HEEN, Walter Meheula",,C,0,0,24
2-Jan,,2,699,175,1,72,Maui Resident Trustee,,163,"MOSSMAN, Boyd Poki",,C,0,0,88
2-Jan,,2,699,175,1,90,CON AMEND: Relating to the Board of Education,,207,NO,,C,0,0,79
2-Jan,,2,699,175,1,90,CON AMEND: Relating to the Board of Education,,208,YES,,C,0,0,86
2-Jan,,2,699,175,1,91,CON AMEND: Relating to the Tax Rebate Requirement,,209,NO,,C,0,0,49
2-Jan,,2,699,175,1,91,CON AMEND: Relating to the Tax Rebate Requirement,,210,YES,,C,0,0,117
2-Jan,,2,699,175,1,92,HAWAII: Establishment of an Open Space Fund,,211,NO,,C,0,0,43
2-Jan,,2,699,175,1,92,HAWAII: Establishment of an Open Space Fund,,212,YES,,C,0,0,115
2-Jan,,2,699,175,1,93,HAWAII: Recall,,213,NO,,C,0,0,73
2-Jan,,2,699,175,1,93,HAWAII: Recall,,214,YES,,C,0,0,79
2-Jan,,2,699,175,1,94,HAWAII: Charter Amendment Petitions,,215,NO,,C,0,0,75
2-Jan,,2,699,175,1,94,HAWAII: Charter Amendment Petitions,,216,YES,,C,0,0,77
2-Jan,,2,699,175,1,95,HAWAII: Civil Service Laws,,217,NO,,C,0,0,75
2-Jan,,2,699,175,1,95,HAWAII: Civil Service Laws,,218,YES,,C,0,0,61
2-Jan,,2,699,175,1,96,HAWAII: Reapportionment Commission,,219,NO,,C,0,0,43
2-Jan,,2,699,175,1,96,HAWAII: Reapportionment Commission,,220,YES,,C,0,0,102
2-Jan,,2,699,175,1,97,HAWAII: Preservation of Natural and Cultural Resources,,221,NO,,C,0,0,30
2-Jan,,2,699,175,1,97,HAWAII: Preservation of Natural and Cultural Resources,,222,YES,,C,0,0,130
2-Jan,,2,699,175,1,98,"HAWAII: Grammar, Spelling, and Formatting of the Charter",,223,NO,,C,0,0,28
2-Jan,,2,699,175,1,98,"HAWAII: Grammar, Spelling, and Formatting of the Charter",,224,YES,,C,0,0,129
2-Jan,,2,699,175,1,99,HAWAII: Department of Water Supply,,225,NO,,C,0,0,36
2-Jan,,2,699,175,1,99,HAWAII: Department of Water Supply,,226,YES,,C,0,0,116
2-Jan,,2,699,175,1,100,HAWAII: Data Systems,,227,NO,,C,0,0,46
2-Jan,,2,699,175,1,100,HAWAII: Data Systems,,228,YES,,C,0,0,101
2-Jan,,2,699,175,1,101,HAWAII: Fire Department,,229,NO,,C,0,0,48
2-Jan,,2,699,175,1,101,HAWAII: Fire Department,,230,YES,,C,0,0,102
2-Jan,,2,699,175,1,102,HAWAII: Duties of the Director of Environmental Management,,231,NO,,C,0,0,59
2-Jan,,2,699,175,1,102,HAWAII: Duties of the Director of Environmental Management,,232,YES,,C,0,0,100
2-Jan,,2,699,175,1,103,HAWAII: Qualifications of the Director of Environmental Management,,233,NO,,C,0,0,43
2-Jan,,2,699,175,1,103,HAWAII: Qualifications of the Director of Environmental Management,,234,YES,,C,0,0,116
2-Jan,,2,699,175,1,104,HAWAII: Duties of the Prosecuting Attorney,,235,NO,,C,0,0,45
2-Jan,,2,699,175,1,104,HAWAII: Duties of the Prosecuting Attorney,,236,YES,,C,0,0,111
2-Jan,,2,699,175,1,105,HAWAII: Terms of Merit Appeals Board Membership,,237,NO,,C,0,0,46
2-Jan,,2,699,175,1,105,HAWAII: Terms of Merit Appeals Board Membership,,238,YES,,C,0,0,108
2-Jan,,2,699,175,1,106,HAWAII: Removal of Directors Serving under Commissions,,239,NO,,C,0,0,40
2-Jan,,2,699,175,1,106,HAWAII: Removal of Directors Serving under Commissions,,240,YES,,C,0,0,112
2-Jan,,2,699,175,1,107,HAWAII: Appointment of Charter Commission Members,,241,NO,,C,0,0,46
2-Jan,,2,699,175,1,107,HAWAII: Appointment of Charter Commission Members,,242,YES,,C,0,0,101
2-Jan,,2,699,175,1,108,HAWAII: Membership on Boards and Commissions,,243,NO,,C,0,0,61
2-Jan,,2,699,175,1,108,HAWAII: Membership on Boards and Commissions,,244,YES,,C,0,0,90
2-Jan,,2,699,175,1,109,HAWAII: Electronic Posting of Special Meeting Notices,,245,NO,,C,0,0,21
2-Jan,,2,699,175,1,109,HAWAII: Electronic Posting of Special Meeting Notices,,246,YES,,C,0,0,133
2-Jan,,2,699,175,1,110,HAWAII: Publication of Notices via an Electronic Medium,,247,NO,,C,0,0,26
2-Jan,,2,699,175,1,110,HAWAII: Publication of Notices via an Electronic Medium,,248,YES,,C,0,0,126
3-Jan,,3,1729,643,1,1,US Senator,,1,"(G) BREWER, Jim",GRE,C,0,0,14
3-Jan,,3,1729,643,1,1,US Senator,,2,"(R) CAVASSO, Cam",REP,C,0,0,73
3-Jan,,3,1729,643,1,1,US Senator,,3,"(D) INOUYE, Daniel K.",DEM,C,0,0,525
3-Jan,,3,1729,643,1,1,US Senator,,4,"(N) JARRETT, Jeff",NPP,C,0,0,4
3-Jan,,3,1729,643,1,1,US Senator,,5,"(L) MALLAN, Lloyd Jeffrey",LIB,C,0,0,5
3-Jan,,3,1729,643,1,3,"US Representative, Dist 2",,8,"(L) BROCK, Pat",LIB,C,0,0,5
3-Jan,,3,1729,643,1,3,"US Representative, Dist 2",,9,"(D) HIRONO, Mazie",DEM,C,0,0,512
3-Jan,,3,1729,643,1,3,"US Representative, Dist 2",,10,"(N) VON SONN, Andrew Vsevolod",NPP,C,0,0,1
3-Jan,,3,1729,643,1,3,"US Representative, Dist 2",,11,"(R) WILLOUGHBY, John W.",REP,C,0,0,74
3-Jan,,3,1729,643,1,4,Governor and Lieutenant Governor,,12,(D) ABERCROMBIE / SCHATZ,DEM,C,0,0,452
3-Jan,,3,1729,643,1,4,Governor and Lieutenant Governor,,13,(R) AIONA / FINNEGAN,REP,C,0,0,180
3-Jan,,3,1729,643,1,4,Governor and Lieutenant Governor,,14,(F) CUNNINGHAM / SPENCE,FRE,C,0,0,3
3-Jan,,3,1729,643,1,4,Governor and Lieutenant Governor,,15,(N) POLLARD / KAMA,NPP,C,0,0,1
3-Jan,,3,1729,643,1,19,"State Representative, Dist 1",,44,"(R) D'ALMEIDA, Eric Paul",REP,C,0,0,107
3-Jan,,3,1729,643,1,19,"State Representative, Dist 1",,45,"(D) NAKASHIMA, Mark M.",DEM,C,0,0,474
3-Jan,,3,1729,643,1,69,2nd Departmental School Board Seat (Maui),,149,"HART, R. Ray",,C,0,0,121
3-Jan,,3,1729,643,1,69,2nd Departmental School Board Seat (Maui),,150,"ROCHA-WILSON, Leona",,C,0,0,293
3-Jan,,3,1729,643,1,70,"""At Large"" Trustee",,151,"AKANA, Rowena M. N.",,C,0,0,237
3-Jan,,3,1729,643,1,70,"""At Large"" Trustee",,152,"HOPKINS, Kama",,C,0,0,64
3-Jan,,3,1729,643,1,70,"""At Large"" Trustee",,153,"KALIMA, Leona Mapuana",,C,0,0,138
3-Jan,,3,1729,643,1,70,"""At Large"" Trustee",,154,"LEWIS, Joseph Kuhio",,C,0,0,48
3-Jan,,3,1729,643,1,70,"""At Large"" Trustee",,155,"MAKEKAU, Kealii J.",,C,0,0,92
3-Jan,,3,1729,643,1,70,"""At Large"" Trustee",,156,"MEYERS, William (Willy)",,C,0,0,87
3-Jan,,3,1729,643,1,70,"""At Large"" Trustee",,157,"ODEGAARD, Michael Malulani",,C,0,0,25
3-Jan,,3,1729,643,1,70,"""At Large"" Trustee",,158,"STENDER, Oswald (Oz)",,C,0,0,84
3-Jan,,3,1729,643,1,70,"""At Large"" Trustee",,159,"WAIHEE, John IV",,C,0,0,253
3-Jan,,3,1729,643,1,71,Oahu Resident Trustee,,160,"APO, Peter",,C,0,0,127
3-Jan,,3,1729,643,1,71,Oahu Resident Trustee,,161,"BURKE, Jackie Kahookele",,C,0,0,120
3-Jan,,3,1729,643,1,71,Oahu Resident Trustee,,162,"HEEN, Walter Meheula",,C,0,0,73
3-Jan,,3,1729,643,1,72,Maui Resident Trustee,,163,"MOSSMAN, Boyd Poki",,C,0,0,262
3-Jan,,3,1729,643,1,90,CON AMEND: Relating to the Board of Education,,207,NO,,C,0,0,300
3-Jan,,3,1729,643,1,90,CON AMEND: Relating to the Board of Education,,208,YES,,C,0,0,300
3-Jan,,3,1729,643,1,91,CON AMEND: Relating to the Tax Rebate Requirement,,209,NO,,C,0,0,216
3-Jan,,3,1729,643,1,91,CON AMEND: Relating to the Tax Rebate Requirement,,210,YES,,C,0,0,358
3-Jan,,3,1729,643,1,92,HAWAII: Establishment of an Open Space Fund,,211,NO,,C,0,0,217
3-Jan,,3,1729,643,1,92,HAWAII: Establishment of an Open Space Fund,,212,YES,,C,0,0,324
3-Jan,,3,1729,643,1,93,HAWAII: Recall,,213,NO,,C,0,0,263
3-Jan,,3,1729,643,1,93,HAWAII: Recall,,214,YES,,C,0,0,254
3-Jan,,3,1729,643,1,94,HAWAII: Charter Amendment Petitions,,215,NO,,C,0,0,278
3-Jan,,3,1729,643,1,94,HAWAII: Charter Amendment Petitions,,216,YES,,C,0,0,238
3-Jan,,3,1729,643,1,95,HAWAII: Civil Service Laws,,217,NO,,C,0,0,239
3-Jan,,3,1729,643,1,95,HAWAII: Civil Service Laws,,218,YES,,C,0,0,236
3-Jan,,3,1729,643,1,96,HAWAII: Reapportionment Commission,,219,NO,,C,0,0,198
3-Jan,,3,1729,643,1,96,HAWAII: Reapportionment Commission,,220,YES,,C,0,0,295
3-Jan,,3,1729,643,1,97,HAWAII: Preservation of Natural and Cultural Resources,,221,NO,,C,0,0,154
3-Jan,,3,1729,643,1,97,HAWAII: Preservation of Natural and Cultural Resources,,222,YES,,C,0,0,386
3-Jan,,3,1729,643,1,98,"HAWAII: Grammar, Spelling, and Formatting of the Charter",,223,NO,,C,0,0,102
3-Jan,,3,1729,643,1,98,"HAWAII: Grammar, Spelling, and Formatting of the Charter",,224,YES,,C,0,0,432
3-Jan,,3,1729,643,1,99,HAWAII: Department of Water Supply,,225,NO,,C,0,0,171
3-Jan,,3,1729,643,1,99,HAWAII: Department of Water Supply,,226,YES,,C,0,0,364
3-Jan,,3,1729,643,1,100,HAWAII: Data Systems,,227,NO,,C,0,0,188
3-Jan,,3,1729,643,1,100,HAWAII: Data Systems,,228,YES,,C,0,0,329
3-Jan,,3,1729,643,1,101,HAWAII: Fire Department,,229,NO,,C,0,0,165
3-Jan,,3,1729,643,1,101,HAWAII: Fire Department,,230,YES,,C,0,0,362
3-Jan,,3,1729,643,1,102,HAWAII: Duties of the Director of Environmental Management,,231,NO,,C,0,0,221
3-Jan,,3,1729,643,1,102,HAWAII: Duties of the Director of Environmental Management,,232,YES,,C,0,0,315
3-Jan,,3,1729,643,1,103,HAWAII: Qualifications of the Director of Environmental Management,,233,NO,,C,0,0,122
3-Jan,,3,1729,643,1,103,HAWAII: Qualifications of the Director of Environmental Management,,234,YES,,C,0,0,418
3-Jan,,3,1729,643,1,104,HAWAII: Duties of the Prosecuting Attorney,,235,NO,,C,0,0,172
3-Jan,,3,1729,643,1,104,HAWAII: Duties of the Prosecuting Attorney,,236,YES,,C,0,0,365
3-Jan,,3,1729,643,1,105,HAWAII: Terms of Merit Appeals Board Membership,,237,NO,,C,0,0,137
3-Jan,,3,1729,643,1,105,HAWAII: Terms of Merit Appeals Board Membership,,238,YES,,C,0,0,372
3-Jan,,3,1729,643,1,106,HAWAII: Removal of Directors Serving under Commissions,,239,NO,,C,0,0,147
3-Jan,,3,1729,643,1,106,HAWAII: Removal of Directors Serving under Commissions,,240,YES,,C,0,0,377
3-Jan,,3,1729,643,1,107,HAWAII: Appointment of Charter Commission Members,,241,NO,,C,0,0,184
3-Jan,,3,1729,643,1,107,HAWAII: Appointment of Charter Commission Members,,242,YES,,C,0,0,316
3-Jan,,3,1729,643,1,108,HAWAII: Membership on Boards and Commissions,,243,NO,,C,0,0,245
3-Jan,,3,1729,643,1,108,HAWAII: Membership on Boards and Commissions,,244,YES,,C,0,0,267
3-Jan,,3,1729,643,1,109,HAWAII: Electronic Posting of Special Meeting Notices,,245,NO,,C,0,0,120
3-Jan,,3,1729,643,1,109,HAWAII: Electronic Posting of Special Meeting Notices,,246,YES,,C,0,0,424
3-Jan,,3,1729,643,1,110,HAWAII: Publication of Notices via an Electronic Medium,,247,NO,,C,0,0,160
3-Jan,,3,1729,643,1,110,HAWAII: Publication of Notices via an Electronic Medium,,248,YES,,C,0,0,373
4-Jan,,4,2836,946,1,1,US Senator,,1,"(G) BREWER, Jim",GRE,C,0,0,25
4-Jan,,4,2836,946,1,1,US Senator,,2,"(R) CAVASSO, Cam",REP,C,0,0,145
4-Jan,,4,2836,946,1,1,US Senator,,3,"(D) INOUYE, Daniel K.",DEM,C,0,0,736
4-Jan,,4,2836,946,1,1,US Senator,,4,"(N) JARRETT, Jeff",NPP,C,0,0,6
4-Jan,,4,2836,946,1,1,US Senator,,5,"(L) MALLAN, Lloyd Jeffrey",LIB,C,0,0,8
4-Jan,,4,2836,946,1,3,"US Representative, Dist 2",,8,"(L) BROCK, Pat",LIB,C,0,0,14
4-Jan,,4,2836,946,1,3,"US Representative, Dist 2",,9,"(D) HIRONO, Mazie",DEM,C,0,0,683
4-Jan,,4,2836,946,1,3,"US Representative, Dist 2",,10,"(N) VON SONN, Andrew Vsevolod",NPP,C,0,0,7
4-Jan,,4,2836,946,1,3,"US Representative, Dist 2",,11,"(R) WILLOUGHBY, John W.",REP,C,0,0,159
4-Jan,,4,2836,946,1,4,Governor and Lieutenant Governor,,12,(D) ABERCROMBIE / SCHATZ,DEM,C,0,0,604
4-Jan,,4,2836,946,1,4,Governor and Lieutenant Governor,,13,(R) AIONA / FINNEGAN,REP,C,0,0,331
4-Jan,,4,2836,946,1,4,Governor and Lieutenant Governor,,14,(F) CUNNINGHAM / SPENCE,FRE,C,0,0,5
4-Jan,,4,2836,946,1,4,Governor and Lieutenant Governor,,15,(N) POLLARD / KAMA,NPP,C,0,0,4
4-Jan,,4,2836,946,1,19,"State Representative, Dist 1",,44,"(R) D'ALMEIDA, Eric Paul",REP,C,0,0,199
4-Jan,,4,2836,946,1,19,"State Representative, Dist 1",,45,"(D) NAKASHIMA, Mark M.",DEM,C,0,0,689
4-Jan,,4,2836,946,1,69,2nd Departmental School Board Seat (Maui),,149,"HART, R. Ray",,C,0,0,283
4-Jan,,4,2836,946,1,69,2nd Departmental School Board Seat (Maui),,150,"ROCHA-WILSON, Leona",,C,0,0,333
4-Jan,,4,2836,946,1,70,"""At Large"" Trustee",,151,"AKANA, Rowena M. N.",,C,0,0,336
4-Jan,,4,2836,946,1,70,"""At Large"" Trustee",,152,"HOPKINS, Kama",,C,0,0,126
4-Jan,,4,2836,946,1,70,"""At Large"" Trustee",,153,"KALIMA, Leona Mapuana",,C,0,0,183
4-Jan,,4,2836,946,1,70,"""At Large"" Trustee",,154,"LEWIS, Joseph Kuhio",,C,0,0,80
4-Jan,,4,2836,946,1,70,"""At Large"" Trustee",,155,"MAKEKAU, Kealii J.",,C,0,0,128
4-Jan,,4,2836,946,1,70,"""At Large"" Trustee",,156,"MEYERS, William (Willy)",,C,0,0,132
4-Jan,,4,2836,946,1,70,"""At Large"" Trustee",,157,"ODEGAARD, Michael Malulani",,C,0,0,33
4-Jan,,4,2836,946,1,70,"""At Large"" Trustee",,158,"STENDER, Oswald (Oz)",,C,0,0,144
4-Jan,,4,2836,946,1,70,"""At Large"" Trustee",,159,"WAIHEE, John IV",,C,0,0,392
4-Jan,,4,2836,946,1,71,Oahu Resident Trustee,,160,"APO, Peter",,C,0,0,229
4-Jan,,4,2836,946,1,71,Oahu Resident Trustee,,161,"BURKE, Jackie Kahookele",,C,0,0,172
4-Jan,,4,2836,946,1,71,Oahu Resident Trustee,,162,"HEEN, Walter Meheula",,C,0,0,100
4-Jan,,4,2836,946,1,72,Maui Resident Trustee,,163,"MOSSMAN, Boyd Poki",,C,0,0,405
4-Jan,,4,2836,946,1,90,CON AMEND: Relating to the Board of Education,,207,NO,,C,0,0,437
4-Jan,,4,2836,946,1,90,CON AMEND: Relating to the Board of Education,,208,YES,,C,0,0,451
